name,minLon,minLat,maxLon,maxLat
14NE10A(e828n810:e829n810).tif,114.1056335,22.2316599,114.1088002,22.2357525
14NE10B(e829n810:e830n810).tif,114.1087987,22.23048893,114.1160756,22.2359135
14NE10C(e828n809:e829n810).tif,114.108201,22.22739333,114.1088023,22.22820131
14NE10D(e829n809:e830n810).tif,114.1088019,22.2250706,114.116078,22.23049455
14NE15A(e828n809:e829n809).tif,114.1031938,22.21964905,114.108806,22.22464183
14NE15B(e829n809:e830n809).tif,114.1088034,22.21965149,114.1160802,22.22507598
14NE15C(e828n808:e829n809).tif,114.1027428,22.2142305,114.1088077,22.21965691
14NE15D(e829n808:e830n809).tif,114.1087979,22.21423342,114.1134845,22.21964542
14NE1A(e822n811:e823n812).tif,114.043309,22.24128446,114.0473203,22.24670056
14NE1C(e822n810:e823n811).tif,114.0433189,22.24100427,114.0451016,22.24127853
14NE20A(e828n807:e829n808).tif,114.1030527,22.21118951,114.1079403,22.21423237
14NE20B(e829n807:e830n808).tif,114.1098809,22.2135288,114.1131055,22.2142281
14NE5D(e829n810:e830n811).tif,114.1093064,22.23590695,114.1160731,22.2385288
14NW11B(e815n809:e816n809).tif,113.982324,22.21954943,113.9851428,22.22496735
14NW11D(e815n808:e816n809).tif,113.9803512,22.2154239,113.9851484,22.21954386
14NW12A(e816n809:e817n809).tif,113.9851354,22.21955281,113.9924171,22.22498098
14NW12B(e817n809:e818n809).tif,113.9924095,22.21956134,113.9996913,22.2249896
14NW12C(e816n808:e817n809).tif,113.9851426,22.2141363,113.9924231,22.21956364
14NW12D(e817n808:e818n809).tif,113.9924178,22.21492434,113.9996949,22.2195604
14NW13A(e818n809:e818n809).tif,113.9996839,22.21956929,114.0069656,22.22499747
14NW13B(e818n809:e819n809).tif,114.0069564,22.21957696,114.0142343,22.22500232
14NW13C(e818n808:e818n809).tif,113.9996977,22.21470688,114.0069662,22.21958413
14NW13D(e818n808:e819n809).tif,114.0069702,22.21907847,114.0101113,22.21958574
14NW14A(e819n809:e820n809).tif,114.0142281,22.22441613,114.0157828,22.22499915
14NW14B(e820n809:e821n809).tif,114.0257058,22.21959546,114.0287885,22.2220729
14NW14D(e820n808:e821n809).tif,114.0246821,22.21417608,114.0287941,22.21960312
14NW15A(e821n809:e821n809).tif,114.0287938,22.21959829,114.0359276,22.22336606
14NW15C(e821n808:e821n809).tif,114.0287893,22.21418014,114.0359704,22.21960373
14NW17A(e816n807:e817n808).tif,113.9868474,22.21212341,113.9899234,22.2141361
14NW19A(e819n807:e820n808).tif,114.0205054,22.20875401,114.0209874,22.20966241
14NW19B(e820n807:e821n808).tif,114.0217929,22.20876129,114.0287993,22.21418138
14NW19C(e819n807:e820n807).tif,114.0189728,22.20333383,114.0215284,22.20875531
14NW19D(e820n807:e821n807).tif,114.0215265,22.20333678,114.0288057,22.20876309
14NW1A(e815n811:e815n812).tif,113.9705544,22.24120852,113.9778381,22.24663819
14NW1B(e815n811:e816n812).tif,113.9778303,22.2412176,113.9851133,22.24664675
14NW1C(e815n810:e815n811).tif,113.9705727,22.23899181,113.9778413,22.24121492
14NW1D(e815n810:e816n811).tif,113.9778397,22.23580433,113.9851205,22.24123184
14NW20A(e821n807:e821n808).tif,114.0287993,22.20876162,114.0314665,22.21418729
14NW20C(e821n807:e821n807).tif,114.0288011,22.20334304,114.0360791,22.2087685
14NW20D(e821n807:e822n807).tif,114.0360824,22.20334956,114.0413392,22.20866242
14NW21B(e815n806:e816n807).tif,113.9831635,22.19787679,113.9851723,22.20048082
14NW21D(e815n806:e816n806).tif,113.9823063,22.19246017,113.9851797,22.19787753
14NW22A(e816n806:e817n807).tif,113.9851621,22.19787921,113.9923205,22.20218192
14NW22C(e816n806:e817n806).tif,113.985171,22.1924609,113.9924526,22.19788896
14NW22D(e817n806:e818n806).tif,113.9924536,22.19246915,113.9950915,22.19745186
14NW24A(e819n806:e820n807).tif,114.0171591,22.19791461,114.0215382,22.20333287
14NW24B(e820n806:e821n807).tif,114.0215309,22.19791787,114.0288085,22.20334303
14NW24C(e819n806:e820n806).tif,114.0181813,22.19566233,114.0215406,22.19792084
14NW24D(e820n806:e821n806).tif,114.0215383,22.19563033,114.0258021,22.19792474
14NW25A(e821n806:e821n807).tif,114.0288062,22.20014194,114.0360823,22.20334806
14NW25B(e821n806:e822n807).tif,114.0360741,22.20014257,114.0395267,22.20335123
14NW2A(e816n811:e817n812).tif,113.9851057,22.24122646,113.9923889,22.24665577
14NW2B(e817n811:e818n812).tif,113.9923797,22.24123466,113.9996591,22.24666111
14NW2C(e816n810:e817n811).tif,113.9851128,22.23580801,113.9923957,22.24123709
14NW2D(e817n810:e818n811).tif,113.9923913,22.23581639,113.999671,22.24124302
14NW3A(e818n811:e818n812).tif,113.9996629,22.24538474,114.0002177,22.24666075
14NW3C(e818n810:e818n811).tif,113.9996644,22.2358244,114.0037885,22.23974229
14NW4B(e820n811:e821n812).tif,114.0260332,22.24276182,114.0287643,22.24669245
14NW5A(e821n811:e821n812).tif,114.028763,22.241273,114.0317357,22.24321668
14NW5B(e821n811:e822n812).tif,114.0361379,22.24127842,114.0433167,22.24670034
14NW5C(e821n810:e821n811).tif,114.0299527,22.23891047,114.0360418,22.24128059
14NW5D(e821n810:e822n811).tif,114.0360438,22.24079192,114.0433168,22.24127809
14NW6B(e815n810:e816n810).tif,113.9785914,22.23038166,113.9851283,22.23580709
14NW6C(e815n809:e815n810).tif,113.9776309,22.22832853,113.9778563,22.22881682
14NW6D(e815n809:e816n810).tif,113.9778563,22.22496781,113.9851353,22.23039395
14NW7A(e816n810:e817n810).tif,113.98512,22.23038958,113.9924029,22.23581861
14NW7B(e817n810:e818n810).tif,113.9923953,22.23039816,113.9996779,22.23582702
14NW7C(e816n809:e817n810).tif,113.9851277,22.22497189,113.99241,22.23040053
14NW7D(e817n809:e818n810).tif,113.9924022,22.22497974,113.9996846,22.23040839
14NW8A(e818n810:e818n810).tif,113.9996721,22.23040599,114.0069528,22.23583343
14NW8B(e818n810:e819n810).tif,114.0069572,22.23041383,114.0142275,22.23554473
14NW8C(e818n809:e818n810).tif,113.9996773,22.22498774,114.0069593,22.23041613
14NW8D(e818n809:e819n810).tif,114.006952,22.22499539,114.0142336,22.23042345
14NW9A(e819n810:e820n810).tif,114.0142294,22.23042137,114.0202855,22.23225948
14NW9C(e819n809:e820n810).tif,114.0142322,22.22500307,114.0204337,22.23043404
14SE10B(e829n804:e830n804).tif,114.1153407,22.18129768,114.1160968,22.18172416
14SE5B(e829n805:e830n806).tif,114.1145937,22.18714312,114.1160942,22.18837768
14SE5D(e829n804:e830n805).tif,114.1137834,22.18172498,114.1160966,22.18713477
14SW1B(e815n805:e816n806).tif,113.9846981,22.19168302,113.9851808,22.19246274
14SW2A(e816n805:e817n806).tif,113.985189,22.18832234,113.9924563,22.19246148
14SW2B(e817n805:e818n806).tif,113.9924565,22.18955347,113.9946419,22.19247968
15NE10A(e843n810:e844n810).tif,114.2470227,22.23048401,114.2542984,22.23590768
15NE10B(e844n810:e845n810).tif,114.2543053,22.23048118,114.2600616,22.23120071
15NE10C(e843n809:e844n810).tif,114.2470213,22.22506695,114.2542981,22.23049145
15NE10D(e844n809:e845n810).tif,114.2542989,22.22513227,114.2601506,22.23047763
15NE11A(e837n809:e838n809).tif,114.1911663,22.22219062,114.1960984,22.22477141
15NE11B(e838n809:e839n809).tif,114.1960983,22.21966345,114.2033732,22.22508652
15NE11D(e838n808:e839n809).tif,114.1971909,22.21424502,114.2033721,22.219656
15NE12A(e839n809:e839n809).tif,114.2033723,22.21966209,114.2106477,22.2250856
15NE12B(e839n809:e840n809).tif,114.2106518,22.21966127,114.2162043,22.22508285
15NE12C(e839n808:e839n809).tif,114.2033715,22.21424437,114.2106464,22.21966752
15NE12D(e839n808:e840n809).tif,114.2106455,22.21424199,114.2179201,22.21966483
15NE13C(e840n808:e841n809).tif,114.2179105,22.21424077,114.2225181,22.21719192
15NE14A(e842n809:e842n809).tif,114.2356411,22.21965417,114.2397461,22.22507202
15NE14B(e842n809:e843n809).tif,114.2397443,22.21965047,114.2470206,22.2250746
15NE14C(e842n808:e842n809).tif,114.2372441,22.21836783,114.2397434,22.21965597
15NE14D(e842n808:e843n809).tif,114.2397426,22.21423217,114.2470179,22.2196556
15NE15A(e843n809:e844n809).tif,114.2470172,22.21964728,114.254293,22.22507102
15NE15B(e844n809:e845n809).tif,114.2542849,22.21964678,114.2550986,22.22084895
15NE15C(e843n808:e844n809).tif,114.2470153,22.21422876,114.2542923,22.21965346
15NE15D(e844n808:e845n809).tif,114.254293,22.21422839,114.2553037,22.21964259
15NE16B(e838n807:e839n808).tif,114.196843,22.21016529,114.2033711,22.21423823
15NE17A(e839n807:e839n808).tif,114.2033751,22.21230589,114.2071184,22.21424472
15NE17B(e839n807:e840n808).tif,114.2117746,22.20882365,114.2179191,22.21423531
15NE17D(e839n807:e840n807).tif,114.2114683,22.20340515,114.2179176,22.20882027
15NE18A(e840n807:e841n808).tif,114.2179132,22.20882346,114.2228524,22.2142472
15NE18C(e840n807:e841n807).tif,114.2179208,22.20340423,114.223804,22.20881903
15NE19B(e842n807:e843n808).tif,114.2412646,22.20881362,114.2470147,22.21422665
15NE19D(e842n807:e843n807).tif,114.2418472,22.20669548,114.2470126,22.20881559
15NE1A(e837n811:e838n812).tif,114.1888261,22.24133814,114.1961015,22.24676165
15NE1B(e838n811:e839n812).tif,114.1961014,22.24133713,114.2033773,22.24676091
15NE1C(e837n810:e838n811).tif,114.1888258,22.23592041,114.1961007,22.24134359
15NE1D(e838n810:e839n811).tif,114.1961007,22.23591883,114.2033762,22.24134237
15NE20A(e843n807:e844n808).tif,114.2470124,22.20881032,114.2542893,22.21423497
15NE20B(e844n807:e845n808).tif,114.2542773,22.20880728,114.2604226,22.21421969
15NE20C(e843n807:e844n807).tif,114.2470154,22.20634579,114.2542864,22.20881445
15NE20D(e844n807:e845n807).tif,114.2542881,22.20374619,114.2613326,22.20880231
15NE22B(e839n806:e840n807).tif,114.2108572,22.19798671,114.217916,22.20340351
15NE22D(e839n806:e840n806).tif,114.2111489,22.19405067,114.2179144,22.1979956
15NE23A(e840n806:e841n807).tif,114.2179213,22.19798502,114.2241407,22.20339641
15NE23C(e840n806:e841n806).tif,114.2179059,22.19474203,114.2241397,22.19799278
15NE2A(e839n811:e839n812).tif,114.2033768,22.24133577,114.2106527,22.24675969
15NE2B(e839n811:e840n812).tif,114.2106523,22.24133415,114.2179287,22.24675834
15NE2C(e839n810:e839n811).tif,114.2033757,22.23591736,114.2106516,22.24134125
15NE2D(e839n810:e840n811).tif,114.2106507,22.2359157,114.2179269,22.24133978
15NE3A(e840n811:e841n812).tif,114.2179277,22.24133244,114.225204,22.24675659
15NE3B(e841n811:e842n812).tif,114.2252043,22.24132986,114.23248,22.24675354
15NE3C(e840n810:e841n811).tif,114.2179256,22.23591367,114.2252015,22.24133755
15NE3D(e841n810:e842n811).tif,114.2252016,22.23591253,114.2324779,22.24133665
15NE4A(e842n811:e842n812).tif,114.2324784,22.24132719,114.2397557,22.24675215
15NE4B(e842n811:e843n812).tif,114.2397538,22.24132433,114.2470315,22.24674952
15NE4C(e842n810:e842n811).tif,114.2324772,22.2359087,114.2397534,22.2413328
15NE4D(e842n810:e843n811).tif,114.2397512,22.23590584,114.2470288,22.24133093
15NE5A(e843n811:e844n812).tif,114.247026,22.24132246,114.2508275,22.24674789
15NE5C(e843n810:e844n811).tif,114.2470334,22.23590286,114.2535495,22.2413267
15NE6A(e837n810:e838n810).tif,114.1888303,22.23388833,114.1896749,22.23592626
15NE6B(e838n810:e839n810).tif,114.1966326,22.23050029,114.2033752,22.23592452
15NE6D(e838n809:e839n810).tif,114.1963468,22.22508186,114.2033741,22.23050352
15NE7A(e839n810:e839n810).tif,114.2033745,22.23049898,114.2106503,22.23592271
15NE7B(e839n810:e840n810).tif,114.2106494,22.23049729,114.2179255,22.23592132
15NE7C(e839n809:e839n810).tif,114.2033734,22.22508057,114.210649,22.2305042
15NE7D(e839n809:e840n810).tif,114.2106483,22.22507926,114.2179239,22.23050289
15NE8A(e840n810:e841n810).tif,114.2179247,22.23049627,114.2252006,22.23592015
15NE8B(e841n810:e842n810).tif,114.2251914,22.2304939,114.2300906,22.23591464
15NE8C(e840n809:e841n810).tif,114.2179226,22.22631333,114.2218661,22.23049973
15NE8D(e841n809:e842n810).tif,114.2256584,22.22965149,114.2295864,22.23048765
15NE9A(e842n810:e842n810).tif,114.2336623,22.23049029,114.2397508,22.23590234
15NE9B(e842n810:e843n810).tif,114.2397486,22.23048734,114.2470257,22.23591215
15NE9C(e842n809:e842n810).tif,114.2357011,22.22507192,114.2397485,22.23048685
15NE9D(e842n809:e843n810).tif,114.239746,22.22506898,114.2470231,22.2304937
15NW10A(e836n810:e836n810).tif,114.1742835,22.23368411,114.174428,22.23592243
15NW10B(e836n810:e837n810).tif,114.1818186,22.23203886,114.1888249,22.23591428
15NW11A(e830n809:e830n809).tif,114.1160782,22.21965464,114.1233546,22.22507893
15NW11B(e830n809:e831n809).tif,114.1233528,22.21965683,114.1274779,22.22507689
15NW11C(e830n808:e830n809).tif,114.1170762,22.21423769,114.1233567,22.21965317
15NW11D(e830n808:e831n809).tif,114.123355,22.21423844,114.1306307,22.21966219
15NW12A(e831n809:e832n809).tif,114.1318423,22.21965939,114.1362544,22.22507264
15NW12C(e831n808:e832n809).tif,114.1306331,22.21424063,114.1371036,22.21965775
15NW15D(e836n808:e837n809).tif,114.1832282,22.2142469,114.1882419,22.21753237
15NW16A(e830n807:e830n808).tif,114.1205053,22.20881927,114.1233587,22.21423348
15NW16B(e830n807:e831n808).tif,114.1233562,22.20882,114.1306318,22.21424362
15NW16C(e830n807:e830n807).tif,114.1196005,22.20340097,114.1233607,22.20882015
15NW16D(e830n807:e831n807).tif,114.1233652,22.2034017,114.1291332,22.20881395
15NW17A(e831n807:e832n808).tif,114.1306316,22.20882387,114.1379063,22.21424677
15NW17B(e832n807:e833n808).tif,114.1379096,22.20882411,114.1419205,22.20921352
15NW17C(e831n807:e832n807).tif,114.1306695,22.20340379,114.1379078,22.20882778
15NW17D(e832n807:e833n807).tif,114.1379064,22.20340574,114.1451812,22.2088288
15NW18A(e833n807:e833n808).tif,114.1456427,22.20882577,114.1524538,22.21202986
15NW18B(e833n807:e834n808).tif,114.1524562,22.20882703,114.1597275,22.21032007
15NW18C(e833n807:e833n807).tif,114.1451799,22.20340727,114.1524542,22.20882997
15NW18D(e833n807:e834n807).tif,114.15246,22.20362056,114.1597278,22.20882536
15NW19A(e834n807:e835n808).tif,114.1597223,22.20882788,114.1602392,22.20928741
15NW19C(e834n807:e835n807).tif,114.1597342,22.2067516,114.1604451,22.20882972
15NW1C(e830n810:e830n811).tif,114.1160808,22.23590958,114.1230931,22.24118302
15NW20B(e836n807:e837n808).tif,114.1844868,22.21361031,114.186321,22.21424745
15NW21A(e830n806:e830n807).tif,114.1212906,22.19798247,114.1233629,22.20339948
15NW21B(e830n806:e831n807).tif,114.1233607,22.19798312,114.130636,22.20340652
15NW21C(e830n806:e830n806).tif,114.1200378,22.19256354,114.1233649,22.19798622
15NW21D(e830n806:e831n806).tif,114.1233624,22.19256475,114.1306378,22.19798823
15NW22A(e831n806:e832n807).tif,114.130634,22.19798536,114.1379093,22.20340873
15NW22B(e832n806:e833n807).tif,114.1379074,22.19798724,114.145182,22.20341018
15NW22C(e831n806:e832n806).tif,114.1306356,22.1925669,114.1379107,22.1979902
15NW22D(e832n806:e833n806).tif,114.1379153,22.1925688,114.1441137,22.19799704
15NW23A(e833n806:e833n807).tif,114.1451756,22.19963987,114.148219,22.20340697
15NW2A(e831n811:e832n812).tif,114.1377911,22.24337363,114.1378967,22.24350036
15NW2B(e832n811:e833n812).tif,114.1378889,22.24291207,114.1451723,22.24675447
15NW3A(e833n811:e833n812).tif,114.1451743,22.24133666,114.1524482,22.2457162
15NW3B(e833n811:e834n812).tif,114.152448,22.24133744,114.1597236,22.24676107
15NW3C(e833n810:e833n811).tif,114.1476925,22.23792872,114.1524488,22.24133958
15NW3D(e833n810:e834n811).tif,114.1524488,22.2359193,114.1597243,22.24134283
15NW4A(e834n811:e835n812).tif,114.1597236,22.24133837,114.166999,22.24676187
15NW4B(e835n811:e836n812).tif,114.1669994,22.241339,114.1742745,22.24676225
15NW4C(e834n810:e835n811).tif,114.1597242,22.23591999,114.1669994,22.24134333
15NW4D(e835n810:e836n811).tif,114.1669997,22.23592057,114.1742746,22.24134368
15NW5A(e836n811:e836n812).tif,114.1742752,22.24133925,114.1815501,22.24676236
15NW5B(e836n811:e837n812).tif,114.1815507,22.24133883,114.1888258,22.24676209
15NW5C(e836n810:e836n811).tif,114.174266,22.23592083,114.1778184,22.24133229
15NW5D(e836n810:e837n811).tif,114.1824868,22.23592042,114.1888253,22.24133733
15NW6A(e830n810:e830n810).tif,114.1160816,22.23049111,114.1227767,22.23590373
15NW6C(e830n809:e830n810).tif,114.1160763,22.22507283,114.1233526,22.23049697
15NW6D(e830n809:e831n810).tif,114.1233463,22.2250754,114.1260468,22.22781341
15NW7C(e831n809:e832n810).tif,114.1330868,22.22507815,114.1362055,22.22640649
15NW8B(e833n810:e834n810).tif,114.1542948,22.2307088,114.1597249,22.23591417
15NW9A(e834n810:e835n810).tif,114.159725,22.23050157,114.1669997,22.23592454
15NW9B(e835n810:e836n810).tif,114.1670001,22.23050232,114.1742746,22.23592518
15NW9C(e834n809:e835n810).tif,114.1599632,22.22876585,114.1626548,22.230503
15NW9D(e835n809:e836n810).tif,114.1705918,22.2297119,114.1733437,22.23050647
15SE10A(e843n804:e844n804).tif,114.2470019,22.17920968,114.2542715,22.18171645
15SE10B(e844n804:e845n804).tif,114.2542682,22.17629608,114.2615413,22.18171783
15SE10C(e843n803:e844n804).tif,114.2523396,22.17088129,114.2542666,22.17265709
15SE10D(e844n803:e845n804).tif,114.2542653,22.17087767,114.2615407,22.17630109
15SE15A(e843n803:e844n803).tif,114.2499318,22.16546286,114.2542655,22.17088922
15SE15B(e844n803:e845n803).tif,114.2542613,22.16545919,114.2615373,22.17088309
15SE15C(e843n802:e844n803).tif,114.2490947,22.16004585,114.2542625,22.16545614
15SE15D(e844n802:e845n803).tif,114.2542591,22.16004133,114.2615341,22.16546456
15SE20A(e843n801:e844n802).tif,114.2490823,22.15978653,114.2510407,22.16004113
15SE20B(e844n801:e845n802).tif,114.25487,22.15522431,114.2614784,22.16003386
15SE4B(e842n805:e843n806).tif,114.2436012,22.18713994,114.2470026,22.18873498
15SE4D(e842n804:e843n805).tif,114.243579,22.18172153,114.2470017,22.18715008
15SE5A(e843n805:e844n806).tif,114.246996,22.18713663,114.254276,22.19019075
15SE5B(e844n805:e845n806).tif,114.2542698,22.18713549,114.2565707,22.18993742
15SE5C(e843n804:e844n805).tif,114.2469985,22.18171815,114.2542743,22.18714193
15SE5D(e844n804:e845n805).tif,114.2542725,22.18171775,114.2568832,22.18713991
15SE9B(e842n804:e843n804).tif,114.2437984,22.17852634,114.2469991,22.18172706
15SE9C(e842n803:e842n804).tif,114.2363547,22.17490352,114.2375101,22.17561596
15SW1A(e830n805:e830n806).tif,114.1160925,22.18714371,114.1233669,22.19256649
15SW1B(e830n805:e831n806).tif,114.1233644,22.18714624,114.1306396,22.19256958
15SW1C(e830n804:e830n805).tif,114.1160936,22.18172528,114.1233689,22.18714867
15SW1D(e830n804:e831n805).tif,114.1233662,22.18172781,114.1306412,22.18715099
15SW2A(e831n805:e832n806).tif,114.1306371,22.18714852,114.1379116,22.19257137
15SW2B(e832n805:e833n806).tif,114.1379106,22.18715103,114.1451848,22.19257362
15SW2C(e831n804:e832n805).tif,114.1306431,22.1817307,114.1375462,22.1871438
15SW2D(e832n804:e833n805).tif,114.1407426,22.18333382,114.1451857,22.18715564
15SW3A(e833n805:e833n806).tif,114.1451843,22.18715201,114.1471232,22.19014343
15SW3C(e833n804:e833n805).tif,114.1451896,22.18173399,114.1496988,22.18715242
15SW6A(e830n804:e830n804).tif,114.1161021,22.17969507,114.1233692,22.18172444
15SW6B(e830n804:e831n804).tif,114.1233755,22.17812779,114.1300564,22.1817355
15SW7A(e831n804:e832n804).tif,114.133127,22.17763185,114.137914,22.18174037
15SW7B(e832n804:e833n804).tif,114.1379178,22.18067308,114.1380606,22.18081587
15SW8A(e833n804:e833n804).tif,114.1478626,22.1811442,114.1496724,22.181728
16NW2A(e846n811:e847n812).tif,114.2800123,22.24308928,114.28341,22.24672965
16NW2B(e847n811:e848n812).tif,114.2834074,22.24130068,114.2906856,22.24672628
16NW2D(e847n810:e848n811).tif,114.2865982,22.23745143,114.2899284,22.24130257
16NW3A(e848n811:e848n812).tif,114.2906751,22.24129615,114.2967049,22.24672486
16NW3C(e848n810:e848n811).tif,114.2951086,22.24127904,114.2952302,22.24129627
16SW11A(e845n803:e845n803).tif,114.2615328,22.16545524,114.2688092,22.17087944
16SW11B(e845n803:e846n803).tif,114.268799,22.16545237,114.2739323,22.17086567
16SW11C(e845n802:e845n803).tif,114.2615392,22.1609317,114.2688057,22.16545899
16SW11D(e845n802:e846n803).tif,114.2688132,22.16201264,114.2745715,22.1654638
16SW2B(e847n805:e848n806).tif,114.283868,22.18711614,114.2906399,22.1901472
16SW2C(e846n804:e847n805).tif,114.2827048,22.18492858,114.2833646,22.18654132
16SW2D(e847n804:e848n805).tif,114.2833683,22.18169787,114.2896267,22.18711055
16SW3A(e848n805:e848n806).tif,114.2906394,22.18871404,114.2908407,22.18992135
16SW3B(e848n805:e849n806).tif,114.3051111,22.18710444,114.3051838,22.18806752
16SW3D(e848n804:e849n805).tif,114.3020268,22.18168709,114.3051829,22.18710012
16SW4A(e849n805:e850n806).tif,114.3051849,22.18710346,114.3066005,22.18892881
16SW4C(e849n804:e850n805).tif,114.3051807,22.1837301,114.3065115,22.18710266
16SW6A(e845n804:e845n804).tif,114.2615351,22.17629219,114.268814,22.18092941
16SW6B(e845n804:e846n804).tif,114.2688198,22.17629079,114.2712198,22.17823731
16SW6C(e845n803:e845n804).tif,114.2615362,22.1708737,114.2688127,22.17629796
16SW6D(e845n803:e846n804).tif,114.2688184,22.17087198,114.2735435,22.17628529
16SW7B(e847n804:e848n804).tif,114.2839683,22.18059785,114.2891096,22.18170372
16SW8B(e848n804:e849n804).tif,114.3021486,22.18086565,114.3038251,22.18169427
17NW12A(e861n844:e862n845).tif,114.424136,22.54456616,114.429471,22.54999471
17NW12B(e862n844:e862n845).tif,114.4294636,22.54456055,114.4332322,22.54999184
17NW12C(e861n844:e862n844).tif,114.4255423,22.54028953,114.4294613,22.54456315
17NW12D(e862n844:e862n844).tif,114.4294559,22.53913647,114.436747,22.54457169
17NW13C(e862n844:e863n844).tif,114.4367492,22.53913075,114.4420073,22.54236941
17NW17B(e862n843:e862n844).tif,114.431934,22.53734598,114.4367422,22.53914183
17NW18A(e862n843:e863n844).tif,114.4367342,22.53750879,114.4403037,22.53912953
17NW7C(e861n845:e862n846).tif,114.4254383,22.5499844,114.4294767,22.55301792
17NW7D(e862n845:e862n846).tif,114.4294667,22.54998318,114.4307379,22.55336089
2NE18C(e825n843:e826n843).tif,114.0780441,22.52847953,114.0794942,22.52996732
2NE18D(e826n843:e827n843).tif,114.079499,22.52848042,114.0867845,22.53314089
2NE19A(e827n843:e827n844).tif,114.0873569,22.5339032,114.0940718,22.53650811
2NE19B(e827n843:e828n844).tif,114.0940778,22.53390683,114.1013624,22.53549974
2NE19C(e827n843:e827n843).tif,114.086787,22.52848473,114.094075,22.53389868
2NE19D(e827n843:e828n843).tif,114.0940774,22.52848857,114.1013654,22.53390252
2NE20A(e828n843:e829n844).tif,114.1013527,22.53391044,114.1061502,22.53472953
2NE20C(e828n843:e829n843).tif,114.1013687,22.52849243,114.1086557,22.53390559
2NE20D(e829n843:e830n843).tif,114.1086557,22.52849549,114.1159461,22.53136924
2NE22D(e824n842:e825n842).tif,114.0700184,22.51838389,114.0710456,22.51920184
2NE23A(e825n842:e826n843).tif,114.0763208,22.52306027,114.0794981,22.5284781
2NE23B(e826n842:e827n843).tif,114.0794995,22.52306222,114.0867879,22.52847642
2NE23C(e825n842:e826n842).tif,114.0732531,22.5176402,114.0795018,22.52306073
2NE23D(e826n842:e827n842).tif,114.0795033,22.51764399,114.0867916,22.52305814
2NE24A(e827n842:e827n843).tif,114.0867902,22.52306673,114.0940782,22.5284807
2NE24B(e827n842:e828n843).tif,114.0940806,22.52307043,114.1013683,22.52848417
2NE24C(e827n842:e827n842).tif,114.0867936,22.5176483,114.0940815,22.52306216
2NE24D(e827n842:e828n842).tif,114.0940836,22.51765214,114.1013712,22.5230658
2NE25A(e828n842:e829n843).tif,114.101371,22.52307394,114.1086584,22.52848746
2NE25B(e829n842:e830n843).tif,114.1086613,22.52307719,114.1159485,22.52849052
2NE25C(e828n842:e829n842).tif,114.1013737,22.51765573,114.108661,22.52306913
2NE25D(e829n842:e830n842).tif,114.108664,22.51765912,114.1159509,22.52307225
2SE10A(e828n840:e829n840).tif,114.1013823,22.50140106,114.1086691,22.50681407
2SE10B(e829n840:e830n840).tif,114.1086716,22.5014043,114.115958,22.50681707
2SE10C(e828n839:e829n840).tif,114.1013851,22.49598284,114.1086717,22.50139571
2SE10D(e829n839:e830n840).tif,114.1086741,22.49598607,114.1159604,22.50139871
2SE11A(e822n839:e823n839).tif,114.0430781,22.49052679,114.0503668,22.49596019
2SE11B(e823n839:e824n839).tif,114.050367,22.49053274,114.0576557,22.49594719
2SE11C(e822n838:e823n839).tif,114.0430834,22.48510851,114.0503722,22.49052302
2SE11D(e823n838:e824n839).tif,114.0503718,22.48511443,114.0576603,22.49052869
2SE12A(e824n839:e824n839).tif,114.0576556,22.4905382,114.0649439,22.49595241
2SE12B(e824n839:e825n839).tif,114.0649443,22.4905434,114.0722324,22.49595741
2SE12C(e824n838:e824n839).tif,114.0576602,22.48511998,114.0649484,22.49053407
2SE12D(e824n838:e825n839).tif,114.0649486,22.48512517,114.0722365,22.49053902
2SE13A(e825n839:e826n839).tif,114.0722331,22.49054838,114.0795208,22.49596212
2SE13B(e826n839:e827n839).tif,114.0795217,22.49055286,114.0868091,22.49596633
2SE13C(e825n838:e826n839).tif,114.072237,22.48513006,114.0795246,22.49054368
2SE13D(e826n838:e827n839).tif,114.0795254,22.48513464,114.0868125,22.49054785
2SE14A(e827n839:e827n839).tif,114.0868105,22.49055717,114.0940975,22.49597038
2SE14B(e827n839:e828n839).tif,114.0940994,22.49056101,114.1013859,22.49597384
2SE14C(e827n838:e827n839).tif,114.086814,22.48513914,114.0941008,22.49055215
2SE14D(e827n838:e828n839).tif,114.0941024,22.48514278,114.1013889,22.49055562
2SE15A(e828n839:e829n839).tif,114.101388,22.49056464,114.1086743,22.49597735
2SE15B(e829n839:e830n839).tif,114.1086767,22.49056785,114.1159627,22.49598031
2SE15C(e828n838:e829n839).tif,114.1013908,22.48514634,114.1086768,22.49055886
2SE15D(e829n838:e830n839).tif,114.1086793,22.48514972,114.1159651,22.49056199
2SE16A(e822n837:e823n838).tif,114.0430884,22.47969028,114.0503771,22.48512371
2SE16B(e823n837:e824n838).tif,114.0503766,22.47969624,114.0576649,22.48511047
2SE16C(e822n837:e823n837).tif,114.0430935,22.47427205,114.050382,22.47970534
2SE16D(e823n837:e824n837).tif,114.0503815,22.47427802,114.0576696,22.47971095
2SE17A(e824n837:e824n838).tif,114.0576647,22.47970171,114.0649527,22.48511565
2SE17B(e824n837:e825n838).tif,114.0649528,22.47970699,114.0722405,22.48512066
2SE17C(e824n837:e824n837).tif,114.0576692,22.47428347,114.0649571,22.47971626
2SE17D(e824n837:e825n837).tif,114.0649573,22.4742887,114.0722446,22.47970218
